ID Empleado,Edad,Género,Antigüedad en la Empresa,Rol de Trabajo,Ingreso Mensual,Balance Trabajo-Vida,Satisfacción del Trabajo,Desempeño,Número de Promociones,Horas Extras,Distancia a Casa,Nivel de Educación,Estado Civil,Número de Dependientes,Nivel de Trabajo,Tamaño de Empresa,Meses desde el último evento,Trabajo Remoto,Oportunidades de Liderazgo,Oportunidades de Innovación,Reputación de la Empresa,Reconocimiento a Empleado,Deserción
71976,51,1,22,3,6508,2,0,2,2,1,91,0,1,1,0,1,64,1,0,0,1,1,0
62287,50,1,13,2,11246,2,3,2,2,1,52,2,1,0,0,2,24,0,0,0,2,0,1
53149,42,1,12,1,6392,2,1,2,0,0,52,1,2,4,2,0,60,0,0,0,0,2,0
67108,26,0,10,2,7624,1,2,2,3,0,12,0,1,1,1,2,14,0,0,0,1,2,0
70158,28,1,10,2,8293,1,2,2,2,0,58,2,2,0,2,0,35,0,0,0,1,1,1
31026,30,0,11,1,3778,2,1,2,2,0,10,1,2,0,1,2,66,0,0,0,0,2,1
55359,25,1,5,0,5849,3,1,2,1,0,73,2,2,1,0,2,43,1,0,0,1,1,0
35231,58,1,29,0,5219,1,2,2,1,0,53,0,2,0,0,1,84,0,0,0,1,1,1
23745,23,0,7,2,7539,2,3,2,1,1,2,4,1,1,1,0,50,0,0,0,1,1,0
50142,42,1,9,2,8847,3,2,3,0,0,84,2,2,3,0,0,54,0,0,0,2,1,1
33642,48,0,24,4,10114,2,1,0,0,0,2,3,1,1,2,0,64,0,0,0,2,2,0
38971,47,1,10,1,4303,2,3,2,0,1,93,3,2,0,0,1,65,0,0,0,3,0,1
63430,36,0,3,0,6090,2,2,3,1,1,22,0,2,4,1,0,40,0,0,0,3,0,1
8486,40,0,7,2,7702,1,1,2,1,0,51,1,1,0,1,1,8,0,0,0,0,2,1
63039,50,0,29,2,5906,1,3,2,0,0,76,2,1,1,1,0,96,0,0,1,1,0,1
58462,39,0,4,3,11131,2,2,3,1,0,10,4,1,3,0,1,11,0,0,0,1,1,0
59652,32,0,15,1,3134,0,3,2,0,1,61,1,0,0,1,0,18,1,0,0,1,0,1
47850,48,0,30,4,8835,2,0,3,0,0,62,1,1,0,1,0,31,0,0,0,1,1,0
30557,29,0,13,2,8344,0,2,3,0,1,95,3,0,3,1,0,28,1,0,0,1,0,0
67460,32,1,5,3,5315,0,0,2,1,0,68,2,2,0,0,0,24,0,0,1,1,2,1
42905,42,1,6,2,8064,1,1,2,1,1,96,2,1,2,0,0,36,0,0,0,1,3,0
46947,58,1,28,0,5626,1,3,1,0,0,40,3,0,4,0,0,81,0,0,0,1,0,0
73400,44,0,11,2,8986,2,2,2,0,1,45,3,2,0,1,0,85,0,1,0,1,1,1
66823,41,1,4,1,5507,3,3,2,0,0,63,3,2,3,2,0,11,0,0,1,1,0,1
41387,49,0,19,0,5603,2,2,2,3,1,89,3,0,1,0,1,82,1,0,0,1,2,0
7647,43,0,19,0,5438,2,3,1,1,0,93,1,1,0,0,0,48,1,0,0,3,1,1
9318,58,0,42,2,7461,2,2,2,0,0,71,0,2,4,0,0,105,0,0,0,1,0,0
21742,34,1,13,4,6494,1,3,2,2,0,85,3,0,3,1,1,43,0,0,0,1,3,1
61953,59,0,15,4,8437,2,0,2,0,0,77,3,1,2,0,0,59,0,0,0,0,1,1
52129,41,1,7,2,11617,2,1,1,0,0,47,2,2,0,0,0,59,0,0,0,0,3,0
52886,30,1,6,3,8068,2,0,2,1,1,11,2,1,1,2,2,51,1,0,0,2,1,0
46980,52,0,22,4,7343,1,2,1,0,1,25,2,0,0,0,2,87,0,0,0,1,0,1
6119,22,0,5,1,3872,0,2,2,0,0,88,0,1,4,1,1,31,0,0,0,1,2,1
32506,18,0,2,2,10174,1,3,3,1,0,58,2,2,0,0,1,16,0,0,0,1,1,1
13720,49,1,21,3,6653,1,2,2,3,1,32,1,2,3,1,0,76,0,0,0,2,1,0
4932,30,1,12,4,7068,1,2,2,0,0,67,1,1,3,0,1,39,0,0,0,1,1,0
2985,55,0,39,0,4982,0,2,2,3,1,52,1,1,4,0,0,46,0,0,0,1,0,0
63603,54,1,11,4,7995,3,3,0,0,0,73,3,1,0,1,0,33,0,0,0,2,1,0
72468,59,1,37,3,5608,1,3,1,0,1,93,1,1,1,2,0,101,0,0,0,1,0,0
6129,26,0,5,0,6466,1,2,3,0,0,99,3,1,1,1,1,80,0,0,0,1,0,1
33289,40,1,22,2,6630,2,2,1,1,1,64,2,1,0,0,2,79,0,0,0,1,0,0
74313,36,1,15,4,7031,2,2,1,0,0,11,3,1,0,1,1,93,1,0,0,2,0,0
42776,34,0,10,0,5701,0,0,2,0,0,50,3,0,1,0,0,27,0,0,0,0,1,0
25669,41,1,4,0,5641,2,2,2,0,0,7,1,1,1,1,1,37,0,0,0,3,2,1
8911,26,0,3,3,8246,2,3,1,3,0,62,2,1,0,0,2,18,1,0,0,1,2,0
55587,31,1,13,3,7607,2,3,3,1,0,81,1,1,4,1,0,90,0,0,0,0,1,0
34657,46,0,29,3,10325,1,2,2,0,1,57,1,1,1,1,0,55,0,0,0,0,1,0
37278,49,1,5,2,9958,1,2,3,0,0,94,4,1,2,0,0,27,0,0,0,1,1,1
28348,43,1,12,1,4941,1,2,3,1,1,27,2,2,0,0,0,41,0,0,0,3,0,1
38606,40,1,5,4,9606,3,2,3,2,0,99,1,1,2,0,0,62,0,0,0,0,2,1
55860,52,0,3,2,7181,1,2,2,0,0,68,1,1,1,1,2,74,1,0,0,2,2,0
37550,37,1,2,0,5922,1,3,1,1,0,42,2,1,4,1,1,68,0,0,0,1,3,1
42963,39,0,3,2,9181,0,3,3,2,1,45,3,2,3,0,0,23,0,0,0,1,1,0
27614,37,1,10,0,7015,3,3,2,1,0,53,1,2,3,1,1,42,0,0,0,1,2,1
68630,42,0,18,4,8226,2,2,2,0,0,9,0,1,0,2,2,80,0,0,0,0,0,0
51290,56,1,27,3,7217,3,1,2,2,0,4,3,1,3,2,2,105,0,0,1,2,1,0
9205,35,0,4,4,8913,2,3,2,0,0,86,1,2,1,1,2,22,0,0,0,0,1,1
41108,45,1,28,3,3208,3,3,3,0,0,31,1,2,1,1,0,56,0,0,0,1,3,1
52075,32,0,9,0,5355,3,2,2,0,0,92,2,2,0,0,0,22,1,0,0,1,1,0
69365,51,0,21,2,10032,0,1,0,0,1,75,1,0,2,1,0,82,1,0,1,1,1,1
31394,38,1,18,2,11622,1,2,2,0,0,96,0,1,1,0,0,83,0,0,0,1,0,1
63173,31,1,11,0,6324,2,1,3,0,1,48,2,1,2,2,1,28,0,0,0,1,2,0
51155,31,1,7,2,9962,0,1,2,1,0,91,1,2,3,0,1,41,0,0,1,1,2,1
61071,58,0,38,2,11565,1,2,2,0,0,28,2,1,2,0,2,43,0,0,0,1,0,0
35221,55,0,19,2,9876,1,0,3,0,0,35,3,2,3,1,0,62,0,0,0,2,0,1
73895,54,1,28,2,9280,1,0,3,0,1,73,2,0,5,1,1,44,0,0,0,1,0,1
33232,52,1,31,4,7818,1,2,0,1,1,39,3,2,3,0,0,32,0,0,0,2,0,1
54178,22,1,6,2,8594,2,0,2,0,1,73,3,1,3,0,2,73,0,0,0,1,0,1
15223,40,0,14,4,7607,2,0,1,3,1,61,1,1,0,0,1,76,0,0,0,3,0,0
57250,44,0,11,2,9185,2,1,1,1,0,85,0,1,4,0,0,26,0,0,0,0,2,0
20815,46,0,27,2,10509,1,3,1,0,1,53,1,0,3,1,0,43,0,0,0,1,2,1
17617,49,1,4,1,3737,2,0,2,0,0,84,2,1,1,2,2,7,0,1,1,3,0,1
42404,37,0,11,3,7147,2,3,2,0,1,14,2,2,2,0,1,77,1,0,0,1,2,1
8944,49,1,16,1,4426,1,2,3,0,0,90,2,1,0,1,0,80,0,0,0,2,2,1
22113,50,1,22,4,7193,2,3,3,0,0,88,3,1,1,2,2,26,0,1,0,3,0,1
7307,28,0,11,0,5681,2,0,0,1,0,84,2,1,0,0,0,30,0,0,1,0,1,1
37286,45,0,16,0,6349,2,2,3,1,1,16,3,2,0,1,0,44,0,0,0,2,0,1
47655,49,1,7,2,10471,2,0,2,3,1,8,1,1,3,2,0,57,0,0,0,1,1,0
48112,53,1,2,2,8699,1,2,3,0,1,78,1,1,3,0,0,70,0,0,1,1,1,1
7472,46,0,16,1,6005,1,1,2,0,0,13,3,2,0,0,0,81,1,0,0,3,2,1
10641,34,0,1,2,9988,3,2,2,0,0,16,1,2,0,0,0,31,0,0,0,3,0,1
51665,37,0,18,4,8066,0,2,0,0,0,76,3,1,2,1,0,59,1,1,0,1,1,0
60183,36,0,15,3,6235,0,1,2,0,0,61,2,2,0,2,0,70,1,0,0,0,1,0
68441,53,0,15,0,6269,3,2,3,0,0,70,1,0,1,1,1,61,0,0,1,3,0,1
55637,54,0,15,0,6121,2,3,2,0,0,96,0,2,2,1,2,22,0,0,0,1,0,0
46723,56,1,28,2,11672,0,3,2,0,1,39,1,1,0,1,1,83,0,0,0,0,0,1
69040,50,1,13,2,6229,3,2,3,0,0,98,4,1,3,2,0,68,0,0,0,2,1,0
15571,34,0,17,1,4612,1,2,2,0,0,76,2,1,4,1,0,78,1,0,0,1,1,1
168,26,0,1,2,8930,1,1,2,0,0,44,2,1,0,1,2,19,0,0,0,0,0,1
34918,55,0,9,1,3447,1,1,2,2,1,62,3,1,1,1,0,53,0,0,0,0,1,1
56052,26,0,7,0,5834,2,3,0,0,0,56,3,1,0,2,2,43,0,0,0,3,0,0
67891,39,1,12,4,7682,0,2,2,3,0,6,1,2,1,1,0,81,1,0,0,0,2,0
11122,50,0,17,1,4340,1,3,2,0,0,60,3,1,3,1,0,69,0,0,0,3,0,1
59319,51,0,29,3,7838,0,0,3,0,0,20,1,1,0,2,0,81,0,0,0,0,2,0
49099,57,1,41,1,4216,0,2,1,1,0,42,1,1,0,1,2,79,1,0,0,1,2,0
41975,22,0,2,4,7681,2,1,1,0,0,26,0,1,0,0,0,26,0,0,0,1,1,0
67381,42,1,22,3,8415,1,0,1,0,1,20,2,1,0,0,0,27,0,0,1,0,2,0
2445,24,0,3,2,9462,2,2,2,3,0,31,3,2,1,2,2,5,0,0,1,1,0,0
43416,59,1,21,4,8057,2,2,2,2,0,50,3,0,0,1,0,87,0,0,0,1,1,1
17177,32,0,6,3,6231,3,3,3,0,0,41,0,2,5,2,0,55,1,0,0,1,0,0
67519,58,0,11,2,9841,2,3,0,0,0,92,2,1,2,2,1,39,0,0,0,1,0,0
27360,46,0,21,2,9391,2,2,1,0,1,58,1,2,1,1,2,39,0,0,0,1,2,1
16134,51,1,4,2,11244,1,0,2,4,0,62,3,0,4,0,2,75,1,0,1,3,0,0
43868,46,0,23,4,7501,1,2,2,0,0,86,1,1,2,0,2,62,0,0,0,2,0,1
64680,44,0,3,1,4218,2,3,3,1,0,1,0,2,0,1,0,48,0,0,1,1,2,1
33042,21,1,3,1,5070,0,2,2,1,0,37,2,1,2,2,2,46,1,0,0,0,1,0
32139,39,0,13,2,7921,1,1,2,1,1,74,3,2,3,1,2,89,0,0,0,2,1,1
62210,55,0,22,2,9403,2,2,1,1,0,51,1,1,1,0,0,51,0,0,0,1,0,0
74355,29,1,2,0,6641,2,2,2,0,0,83,3,2,0,0,2,7,0,0,0,0,1,1
69785,38,1,6,2,10113,0,2,2,0,0,24,4,1,0,1,0,60,0,0,0,1,0,0
69610,23,0,6,1,3953,2,1,2,0,1,55,1,2,0,0,0,7,0,0,0,0,1,0
65840,53,1,34,4,7265,1,0,3,0,0,83,2,2,4,0,1,70,1,0,0,3,1,0
60897,57,1,40,1,5528,3,1,3,0,0,65,3,1,2,1,0,78,1,0,0,0,0,0
64353,36,0,7,4,7531,2,3,3,0,0,1,3,1,0,0,0,25,0,0,0,1,0,0
69729,24,1,2,2,10958,3,1,3,0,0,94,0,1,1,1,2,67,0,0,0,3,2,1
54993,41,1,25,0,6455,2,2,2,2,0,34,2,2,0,2,0,84,0,0,0,1,1,1
15540,45,1,13,4,6415,3,1,3,1,0,39,2,1,0,1,0,21,0,0,0,1,1,1
62965,28,1,7,3,10091,2,3,3,0,0,92,1,0,1,2,2,83,0,0,1,0,2,0
60972,21,1,4,2,10840,3,2,2,1,0,93,1,1,1,0,1,82,0,0,0,1,0,1
62871,52,0,21,1,4905,2,1,0,1,1,45,3,1,3,2,2,98,0,0,0,2,2,0
58416,33,1,12,1,5787,2,0,0,0,1,89,2,2,1,1,0,51,0,0,0,3,2,1
57564,56,0,13,4,9628,0,2,2,2,1,95,4,1,0,1,1,90,0,0,1,3,0,1
49922,56,1,14,4,8828,1,3,2,1,0,19,1,1,4,1,0,19,0,0,0,0,2,1
62205,28,1,11,2,7890,2,3,1,0,0,27,0,1,2,1,0,31,1,0,0,1,2,0
72347,53,0,4,2,9352,2,2,2,0,1,57,2,1,2,1,0,77,0,0,0,0,1,1
2711,43,1,15,2,7533,2,0,1,0,1,24,3,0,3,0,2,69,0,0,0,1,0,1
60916,40,1,20,2,10122,2,1,3,0,1,65,3,1,0,0,2,78,0,0,0,1,0,0
16881,26,0,1,2,9230,2,1,2,0,0,64,3,0,0,0,0,25,0,0,0,1,0,0
448,45,0,26,3,7870,1,2,2,0,0,74,1,0,4,0,2,66,0,1,0,1,0,0
68119,22,1,1,2,11419,1,2,2,2,0,90,3,1,0,2,0,58,0,0,0,1,0,1
60493,23,1,3,4,8913,2,2,2,1,0,90,1,1,1,0,1,69,0,0,1,0,1,1
49900,55,0,17,4,8608,2,2,1,1,0,9,3,1,0,1,0,27,0,0,0,1,0,1
14344,48,0,13,2,10816,2,0,1,0,1,76,1,1,0,0,2,23,0,1,0,1,1,0
18311,48,1,6,2,7740,3,3,2,0,1,89,0,0,2,2,0,24,0,0,0,1,1,1
3585,49,1,21,3,5191,3,2,2,1,0,42,2,2,1,2,1,50,0,0,0,1,2,0
64718,34,0,2,3,7805,1,2,2,0,0,78,1,2,1,1,1,59,1,0,0,0,3,1
49612,46,0,1,2,10044,3,0,1,0,0,64,1,1,0,1,2,2,1,0,0,1,1,0
68311,23,1,3,4,7537,1,2,1,2,0,52,2,1,1,0,1,36,0,0,1,1,1,1
32791,26,1,9,3,7518,3,1,3,2,0,96,4,0,3,0,1,88,0,0,0,0,0,0
46068,50,0,11,2,9339,2,0,2,0,0,48,2,0,1,0,1,26,0,0,0,3,0,1
50582,46,0,17,1,3604,1,2,2,1,1,87,2,1,1,1,1,91,0,0,0,3,0,0
74214,33,1,16,1,4636,2,1,2,0,1,12,2,1,0,0,0,55,0,0,0,1,0,0
70878,48,1,28,2,11814,0,2,1,0,1,19,2,0,1,0,0,75,1,1,0,2,0,0
31058,44,0,27,1,4888,2,1,2,1,1,71,2,1,0,0,0,101,0,0,0,0,1,0
42416,37,1,9,0,6267,3,1,3,0,1,50,0,1,0,0,0,82,0,0,0,0,1,1
49640,55,0,9,3,14016,2,2,2,0,0,73,1,2,4,1,0,32,0,0,0,3,0,1
50978,50,1,6,1,5223,2,3,2,1,0,81,0,1,0,2,0,29,0,0,0,3,0,0
25384,21,0,1,2,11399,2,2,3,2,1,24,2,2,0,2,1,41,0,0,1,0,0,1
35946,56,0,12,0,6308,2,1,2,0,0,27,2,2,4,1,0,82,0,0,0,3,1,0
49681,20,1,4,2,9696,3,2,3,0,0,65,1,0,1,1,2,41,0,0,0,3,1,1
45117,39,0,5,2,11947,2,2,2,0,1,29,2,1,2,0,0,69,1,0,0,3,0,0
31780,49,1,3,1,3982,2,0,2,1,0,52,0,1,1,0,1,79,1,0,0,1,1,1
11928,56,1,6,0,5050,2,2,2,1,0,49,2,1,1,1,0,46,0,0,0,1,2,1
64542,47,0,1,2,6535,2,1,3,0,0,37,0,2,3,0,0,68,0,0,0,1,1,0
8240,49,1,27,2,11857,2,2,2,1,1,26,4,2,4,2,1,93,1,0,0,3,0,0
52650,28,0,9,2,6074,2,0,2,0,1,43,0,2,3,0,0,19,0,0,0,1,2,1
2116,40,0,10,4,8867,1,3,3,0,1,16,0,2,1,1,1,67,0,0,1,1,1,0
40882,22,1,3,2,10568,3,2,2,3,1,87,2,2,2,0,2,19,0,0,0,0,1,1
37865,27,0,2,3,10649,2,2,2,2,0,31,1,1,2,0,1,24,0,0,0,2,0,0
36864,35,0,6,2,9825,2,2,2,0,0,71,3,2,0,2,1,8,0,0,0,1,0,0
46696,57,0,41,1,3130,2,3,3,1,1,10,2,1,3,2,1,113,0,0,0,1,0,0
5542,42,0,23,3,9977,2,1,3,1,1,18,2,1,6,2,2,70,0,0,0,1,0,0
24814,33,1,6,4,7318,1,2,0,1,0,95,3,2,1,1,0,13,0,0,0,3,0,1
43029,38,1,4,3,8811,2,0,2,0,0,42,2,2,1,0,1,67,0,0,0,3,2,1
73758,59,0,12,2,7905,1,0,2,1,0,45,2,0,0,0,0,35,0,0,0,2,0,0
37562,23,0,3,2,6192,1,2,2,0,0,93,3,2,2,1,1,19,0,0,0,1,0,1
58718,43,0,20,4,9026,2,0,2,2,0,57,3,2,0,0,1,31,0,0,0,3,0,1
50815,39,0,17,2,9733,1,3,3,0,1,70,3,2,1,0,0,90,1,1,0,2,2,1
33216,22,0,6,2,9225,1,2,2,0,0,41,3,1,2,0,0,72,0,0,0,3,0,1
37446,53,1,1,2,9335,3,3,3,0,0,87,2,1,1,1,0,22,1,0,0,0,2,1
45858,44,1,15,2,8561,2,2,2,1,1,18,3,1,3,0,0,79,0,0,0,3,1,1
60489,50,0,3,1,4424,2,3,2,0,1,45,0,1,1,0,1,67,1,0,1,3,1,1
35563,23,0,7,0,5636,3,3,2,2,0,94,3,2,2,0,0,52,0,0,0,1,2,1
34635,32,0,1,2,8206,1,2,2,1,0,78,2,1,5,0,0,54,0,0,0,1,0,0
51436,51,1,7,3,11173,2,1,2,2,1,40,0,2,0,0,0,78,0,0,0,3,2,1
21681,37,0,8,1,5209,3,2,2,3,0,56,2,2,0,1,1,19,0,0,0,1,2,0
17757,45,0,21,4,8571,2,2,2,0,0,6,1,1,4,1,0,32,0,1,1,0,3,0
66665,40,1,11,4,8062,1,1,1,0,1,64,4,1,2,1,1,33,0,0,0,0,1,1
5155,30,0,7,0,6420,3,2,3,3,0,27,0,2,1,2,2,71,0,0,1,0,2,0
29954,49,1,32,3,8350,2,3,2,2,0,68,4,2,4,1,1,79,1,0,0,0,3,0
46821,39,0,3,2,5338,3,3,2,2,0,48,4,1,0,0,0,28,0,0,0,0,1,0
35418,58,0,4,4,9883,1,2,2,0,1,19,2,2,2,1,0,37,0,0,0,1,2,1
9582,50,1,3,2,7299,3,2,2,1,0,28,1,2,5,1,2,12,0,0,0,3,1,0
61969,58,0,15,0,5969,3,3,3,1,0,23,2,1,4,2,0,85,0,0,0,3,1,0
41732,49,0,14,4,6898,1,2,2,0,0,38,0,1,1,1,0,35,0,0,1,1,0,1
39293,24,0,8,0,6497,0,2,2,0,0,42,0,2,1,1,0,60,0,0,0,3,2,1
21916,49,0,14,0,6119,1,2,1,0,1,39,0,1,2,0,2,42,0,0,0,3,0,1
22155,49,1,13,1,4626,2,1,2,0,0,73,1,2,1,2,0,74,1,0,0,1,2,0
8056,23,0,6,3,7785,2,2,2,2,1,36,0,1,2,2,1,29,0,0,0,0,0,0
42009,58,1,6,2,9784,1,2,1,0,0,18,2,2,4,0,0,53,1,0,0,1,2,1
38834,50,0,5,2,7602,1,3,1,1,0,63,1,1,0,1,1,10,0,0,0,0,2,1
38318,40,0,6,2,7782,3,2,1,0,1,2,2,0,1,1,0,39,0,0,0,1,2,1
58480,35,0,6,4,9038,2,2,1,2,1,94,0,2,0,2,1,34,0,1,1,0,2,1
32835,38,0,12,0,6124,1,2,2,0,1,17,3,0,0,2,0,37,0,0,0,2,2,0
1491,48,1,11,4,7386,3,2,2,1,0,42,1,0,3,1,0,84,0,0,0,2,1,0
38536,48,0,28,2,10654,1,2,3,1,1,31,1,0,2,2,0,87,0,0,0,3,0,0
12791,25,0,7,4,10846,3,1,1,1,1,21,1,1,3,1,2,52,0,0,0,0,2,1
54074,40,0,20,4,8707,1,1,2,0,1,48,2,1,1,2,1,78,1,0,0,1,2,0
59761,55,1,14,3,4706,1,1,2,2,1,29,0,0,0,1,0,45,1,0,0,1,1,1
408,39,0,17,2,8598,2,0,2,0,0,2,0,1,3,0,2,86,0,0,1,1,3,0
64842,39,1,6,4,8784,1,2,3,0,1,74,2,2,0,0,0,34,0,0,0,1,0,1
61105,42,0,20,2,7490,1,2,2,2,1,62,1,1,1,1,0,49,0,0,1,0,1,1
4054,59,0,10,2,9013,2,2,2,2,0,11,1,1,1,0,0,86,0,0,1,3,1,0
55828,50,1,8,4,8819,0,3,1,1,0,47,0,1,3,0,1,24,0,0,0,3,2,1
26060,58,0,40,4,8058,2,3,2,0,0,92,2,1,3,0,0,63,0,0,0,0,0,0
39787,41,0,2,0,5166,2,2,2,1,0,85,2,1,1,1,1,39,0,0,0,0,0,0
58889,50,0,25,0,5909,1,2,2,2,0,11,2,1,0,0,2,102,0,0,0,0,0,1
36096,59,1,14,3,5928,0,2,2,2,0,95,3,1,0,0,2,67,0,0,0,3,2,0
47299,43,1,7,2,7831,3,2,1,0,0,74,1,2,0,0,1,12,0,1,0,1,1,1
51931,54,1,35,0,6074,1,1,3,0,1,47,2,0,4,1,0,55,0,0,0,0,0,1
5684,20,1,1,4,9975,2,3,1,1,0,10,0,2,0,0,0,70,0,0,0,1,1,1
11115,46,0,6,0,6007,3,3,2,0,0,98,2,1,1,1,1,11,0,0,0,2,1,0
19661,46,1,11,3,12579,2,0,2,0,0,49,3,1,5,2,0,41,0,0,0,2,1,0
39278,26,0,9,2,8968,0,2,2,1,1,34,0,1,1,0,1,18,0,0,0,1,2,0
62598,54,0,37,3,8456,1,2,2,0,0,52,0,2,2,1,1,105,0,0,1,2,0,1
2021,43,0,26,1,3677,2,3,2,0,0,95,0,1,1,0,2,103,0,0,0,1,1,0
10683,22,0,1,1,4906,2,0,3,0,1,3,1,1,5,2,2,26,0,0,0,1,2,0
16338,50,0,5,2,9836,2,3,2,0,0,94,3,2,5,0,0,71,1,0,0,1,0,1
3759,36,1,8,4,9368,1,1,2,2,0,35,1,2,0,2,0,62,1,0,0,0,2,0
23845,46,1,29,1,4113,0,1,2,0,0,44,0,1,0,0,0,51,0,1,0,3,1,1
72595,45,0,24,4,9077,2,2,2,0,0,72,4,1,2,0,1,92,0,0,0,1,0,0
51484,20,0,2,1,5657,1,2,2,0,0,32,0,1,2,1,0,12,0,0,1,1,0,1
37106,47,0,15,2,7400,2,2,2,1,1,67,2,1,3,1,0,74,0,0,0,2,0,0
24925,44,1,1,1,5325,1,2,2,2,0,89,2,0,1,1,0,6,0,0,0,3,2,1
30829,32,1,8,2,10219,2,0,1,2,0,9,0,2,2,1,1,48,0,0,0,1,0,1
23707,20,1,4,1,4714,2,3,0,0,0,97,3,1,1,0,0,13,0,0,0,0,0,0
53391,19,0,3,1,4409,2,2,2,3,0,67,1,0,0,0,1,39,0,0,0,1,0,0
70188,44,1,10,2,9432,1,2,1,0,1,51,1,2,4,1,0,63,0,0,0,1,2,1
9988,25,0,7,2,7718,2,2,3,0,1,54,3,1,1,2,0,51,1,0,0,3,2,0
32289,48,1,4,4,9329,2,0,2,2,1,43,2,0,0,1,0,68,1,0,0,1,0,0
39336,24,1,6,3,5418,1,3,2,2,0,86,0,1,3,0,1,17,0,0,0,2,2,1
70382,37,0,10,2,8105,1,2,2,3,0,4,1,1,2,0,0,71,0,0,0,1,0,0
15656,29,1,6,1,4545,2,1,3,4,1,17,3,0,1,0,0,50,0,1,0,1,2,1
53285,30,0,8,3,9393,0,1,2,0,0,27,1,1,2,0,0,73,0,0,0,1,1,1
16208,36,0,11,4,6963,2,0,2,1,1,44,2,2,3,2,1,47,0,0,0,3,1,0
64918,37,1,10,2,10639,3,3,2,2,0,13,2,1,3,2,2,58,0,0,0,0,1,0
22584,47,0,27,2,10857,0,2,2,1,1,9,2,2,2,1,0,95,1,0,0,1,2,1
49984,47,0,24,3,8967,2,3,2,0,1,34,3,1,0,1,1,25,1,0,0,1,1,0
6523,27,0,3,2,8509,2,2,2,0,0,3,0,1,0,1,0,5,0,0,0,2,0,0
43751,49,0,5,0,5224,2,2,2,0,0,10,0,1,6,2,0,18,0,0,0,3,0,0
4466,42,0,5,3,6694,3,2,0,0,0,1,3,1,0,1,0,25,0,0,0,1,0,1
27559,52,1,10,4,6054,3,2,2,1,0,18,1,1,3,1,0,61,0,0,0,1,0,1
41497,48,0,21,3,10642,1,2,0,0,0,56,2,1,0,2,1,95,0,0,0,1,0,1
56546,36,1,5,0,6163,2,2,2,2,1,58,4,2,2,1,0,23,0,0,0,3,3,0
5867,42,1,11,3,4848,1,3,1,0,0,35,1,1,4,1,0,73,0,0,0,2,0,0
63471,28,1,3,1,4823,1,2,2,3,0,35,1,2,1,0,1,31,0,0,0,1,3,0
11961,59,1,28,4,7281,0,2,2,0,0,16,0,2,0,1,1,38,0,0,0,1,2,1
49254,28,1,12,1,3041,3,2,0,0,0,82,1,2,2,0,1,34,0,0,0,1,0,1
60557,42,0,11,1,4999,3,3,3,0,0,6,2,1,0,0,0,75,0,0,0,1,0,0
54367,46,1,11,1,4035,2,1,2,2,0,42,0,1,1,0,2,55,0,0,0,0,2,1
24333,53,1,27,0,6561,2,1,2,3,0,49,2,2,0,0,1,50,0,0,0,0,1,0
40304,40,1,13,0,6786,3,1,2,0,1,45,2,0,6,1,0,41,0,0,1,3,1,0
25547,42,1,12,4,8484,2,1,2,0,0,77,3,0,2,0,0,62,0,0,0,0,0,1
18663,42,0,14,0,5074,2,1,2,0,0,10,3,0,0,2,0,71,0,1,0,1,0,0
9445,36,1,8,1,4042,2,2,2,1,0,15,4,1,2,1,0,56,0,0,0,1,0,0
72021,20,1,2,1,2828,2,2,3,2,0,16,1,2,1,1,0,54,0,0,0,1,0,0
33469,31,0,6,1,5724,2,2,2,0,1,43,1,1,1,2,1,13,0,0,0,1,1,0
67739,52,0,28,2,10543,0,3,2,1,0,26,3,1,0,1,2,82,1,0,1,1,1,0
71021,33,0,12,4,10595,1,3,2,1,0,3,2,2,0,0,0,55,0,0,0,3,2,1
47520,34,0,13,1,4510,0,2,2,1,0,57,2,1,0,2,0,77,0,0,0,1,0,1
41631,52,1,10,4,8602,3,2,1,0,0,18,1,2,2,1,0,51,0,0,0,0,2,1
68587,58,0,1,1,6196,1,1,3,1,0,22,3,1,1,0,1,10,0,0,0,1,1,0
21047,42,1,2,4,7625,2,2,0,1,0,13,3,2,4,0,0,20,0,0,0,0,1,1
32285,25,1,9,3,7836,2,2,2,0,0,2,3,2,3,1,0,22,0,0,0,1,2,1
5569,36,0,18,0,7197,1,2,2,1,1,54,3,1,1,1,0,47,0,0,0,3,2,1
45730,35,1,7,3,7409,1,3,2,4,0,15,2,1,3,0,2,18,1,0,1,2,1,0
59430,23,0,6,1,5002,3,2,2,2,1,14,2,0,3,0,0,76,0,0,0,3,0,1
52023,40,0,1,0,6480,3,3,2,1,0,49,0,2,1,2,0,76,0,0,0,1,0,0
21372,40,0,4,1,4444,2,2,2,0,0,89,0,1,1,1,0,12,0,0,1,0,1,1
25991,47,0,30,1,5924,1,3,2,0,0,90,1,1,1,1,0,35,0,0,0,2,2,1
39873,22,0,3,0,6096,2,2,2,0,1,87,0,1,5,1,1,53,0,0,0,1,1,0
45241,18,0,2,2,9790,0,2,2,0,0,76,2,2,0,0,1,25,0,0,0,0,1,1
39797,28,0,1,4,8906,2,3,2,2,0,63,1,0,0,0,0,33,0,0,1,2,1,1
7092,23,0,1,0,5741,2,3,2,2,0,23,0,1,1,0,2,46,1,0,0,3,2,0
42058,39,1,1,2,6889,2,2,2,3,0,44,1,0,3,1,0,60,1,0,0,3,2,0
